4.7383,0.070873
5.0857,0.061674
5.1238,0.031628
4.9692,0.098324
5.1969,0.010588
5.0987,0.0040424
5.2222,0.010316
5.2024,0.0096428
5.072,0.090234
5.131,0.090732
4.9885,0.040819
5.1185,0.064346
5.1087,0.0062772
5.061,0.099894
5.1769,0.028647
5.1112,0.09726
4.952,0.00968
5.3343,0.063214
5.271,0.082563
5.0324,0.073303
5.1185,0.050783
5.087,0.019881
5.3203,0.048039
5.2574,0.090172
4.977,0.063153
5.0045,0.011296
5.0369,0.069085
5.0604,0.041989
5.1224,0.026681
5.0694,0.068218
5.1192,0.084272
5.1934,0.037029
4.9511,0.091421
5.0985,0.071622
5.1425,0.066315
5.1392,0.085079
4.9842,0.021811
4.8942,0.080657
5.2764,0.095311
5.0521,0.048222
4.8246,0.02564
5.3204,0.056385
5.1297,0.035652
5.166,0.034209
5.2697,0.09546
5.015,0.094363
5.203,0.01791
5.0819,0.066899
5.2944,0.0061619
5.3047,0.0060685
5.1207,0.0014813
5.0804,0.045758
5.088,0.07176
5.2639,0.082212
5.2093,0.093334
5.0779,0.038328
5.0785,0.07841
5.0957,0.096587
5.0827,0.0025725
5.0848,0.012967
5.1843,0.038458
5.1186,0.028138
5.3292,0.080284
5.1431,0.021523
5.1309,0.01284
5.0421,0.066641
5.2063,0.073598
5.0844,0.087657
5.0376,0.0034882
5.0632,0.093599
5.042,0.00096012
5.0454,0.064119
5.1232,0.058063
4.974,0.043657
5.1141,0.063748
5.1323,0.077339
5.2149,0.054807
5.0287,0.020545
5.1041,0.097287
5.2123,0.078844
5.3452,0.042021
5.0651,0.014912
5.0211,0.022933
5.2707,0.086863
5.0783,0.067568
5.0898,0.011212
5.3312,0.067612
5.0524,0.04834
5.0819,0.058345
5.187,0.0567
5.0655,0.0028133
5.0963,0.015069
5.0062,0.053829
5.17,0.056708
4.9986,0.015689
5.5273,0.083475
5.2122,0.0084006
5.3311,0.04017
5.1871,0.064854
5.1082,0.011859
5.2115,0.0084
5.2686,0.019001
5.2643,0.052744
5.3119,0.065999
5.2307,0.025269
5.0961,0.049361
4.9972,0.016522
5.0613,0.061001
5.1633,0.088329
5.2,0.058628
5.1802,0.066971
5.2246,0.034633
5.0343,0.036056
5.0504,0.043994
5.0793,0.042984
4.8823,0.09542
5.1443,0.013802
5.1356,0.082332
5.0813,0.06165
5.1894,0.03247
5.0787,0.038592
5.0593,0.065352
5.0348,0.009546
5.0808,0.016104
4.9403,0.0020012
5.2375,0.094173
5.1269,0.021034
5.1324,0.037238
4.8852,0.083963
5.318,0.03661
4.8659,0.021097
5.1794,0.064123
5.0017,0.057315
4.9721,0.089776
4.9806,0.0044276
5.198,0.071678
5.1552,0.016348
5.0138,0.0029867
4.9464,0.05082
5.2316,0.098975
5.1657,0.093713
5.1366,0.022728
5.2259,0.024232
4.9285,0.04258
5.113,0.060555
5.1749,0.011643
5.1021,0.064085
5.0164,0.099063
4.9029,0.087591
5.0231,0.021207
5.0545,0.072388
4.9882,0.015141
5.1248,0.02779
5.1844,0.055062
5.2527,0.014695
4.8874,0.088898
4.9119,0.094631
5.0807,0.07197
5.1664,0.037395
5.0005,0.075692
5.235,0.072994
5.0405,0.024749
5.0535,0.053754
5.1066,0.05426
5.0768,0.068536
4.8927,0.092607
5.0472,0.018827
5.0577,0.092738
5.1636,0.037719
5.236,0.09255
5.1117,0.021555
5.1466,0.026904
4.8751,0.068226
4.9333,0.079952
5.0436,0.01289
5.0698,0.056072
5.1213,0.0378
5.0695,0.079447
5.0247,0.069893
5.0097,0.015206
4.9763,0.088236
5.1498,0.0040548
5.2006,0.032679
5.1505,0.092566
5.1911,0.011851
5.301,0.012503
4.9073,0.092277
5.0413,0.078697
5.1543,0.037483
5.148,0.00088574
5.1812,0.025292
5.3579,0.012331
5.1673,0.042545
5.1012,0.098424
4.9694,0.094643
5.0278,0.086018
5.1272,0.015054
5.0974,0.019731
5.2291,0.058654
5.1047,0.07969
4.8816,0.034505
5.1326,0.034127
5.0458,0.029327
5.3154,0.015115
5.0748,0.067737
5.1975,0.050187
4.8461,0.037119
5.2664,0.071259
5.0676,0.051875
5.1279,0.047662
5.1251,0.011852
4.9824,0.057774
5.2417,0.062189
4.9982,0.051363
5.0967,0.058645
5.1289,0.039405
5.0295,0.0806
4.9903,0.026591
5.367,0.084872
4.9593,0.056329
5.2043,0.095184
5.153,0.019631
5.232,0.058173
5.3125,0.092037
5.388,0.07403
4.971,0.086316
5.3345,0.090879
5.2107,0.093075
5.0627,0.031532
5.077,0.015043
5.1018,0.082711
5.375,0.098709
4.9672,0.0099957
5.106,0.079255
5.2736,0.0054927
5.0929,0.082354
5.2385,0.027755
5.1634,0.0032984
5.0128,0.012517
4.9448,0.044296
5.289,0.045725
4.9046,0.073208
5.1814,0.013152
5.1736,0.021449
5.0397,0.06265
4.9655,0.044624
5.2128,0.066123
4.8679,0.087613
5.0639,0.00092454
5.0252,0.099999
5.2527,0.021208
5.0766,0.041999
4.8241,0.099083
5.038,0.059152
5.1288,0.055408
4.9904,0.069508
5.2075,0.070334
5.0633,0.011251
5.0543,0.0032595
5.1604,0.077516
5.1296,0.052289
4.9607,0.014935
5.0206,0.02809
5.1039,0.091921
4.9951,0.056229
5.2808,0.017753
5.0441,0.040021
5.2685,0.09279
5.1946,0.016022
5.1684,0.051153
5.0936,0.016542
5.0713,0.014071
5.1401,0.089862
5.0729,0.019576
5.1311,0.059455
4.9965,0.083253
5.1381,0.079489
5.0767,0.038631
5.1988,0.0097378
5.1506,0.0043525
5.0536,0.03258
4.9978,0.060493
5.1827,0.029198
5.1193,0.044309
5.2432,0.027819
4.9991,0.018494
5.0789,0.024314
5.0772,0.015077
5.1221,0.088125
5.0406,0.071236
5.0295,0.040936
5.0896,0.019452
5.1985,0.063417
5.0249,0.015477
5.1913,0.063365
5.1244,0.060926
5.1394,0.078447
5.2417,0.061656
5.0067,0.098849
4.9578,0.062068
5.1738,0.041977
5.0475,0.014172
4.8731,0.024292
5.1168,0.055313
5.1908,0.086
5.1159,0.064297
5.1231,0.040835
5.195,0.096952
5.1309,0.097002
5.011,0.021818
4.9777,0.017618
5.266,0.017318
4.8997,0.094358
5.2472,0.077341
5.0348,0.0033265
5.0167,0.049507
5.07,0.017672
5.1156,0.0096726
5.1236,0.026872
5.0738,0.052745
5.0658,0.022746
4.9676,0.061912
5.1094,0.093772
5.0161,0.078512
5.0652,0.0046394
5.2794,0.025497
5.2821,0.079162
5.0363,0.03273
5.0411,0.046976
4.9753,0.042022
5.1686,0.092654
5.399,0.093752
5.2973,0.068912
5.0247,0.077443
5.0063,0.0038102
5.2742,0.091553
4.9897,0.069869
5.1446,0.018297
5.167,0.084867
5.1543,0.076309
5.4145,0.097468
5.1281,0.062179
5.2665,0.01966
4.9862,0.09915
5.1023,0.028482
5.1576,0.023377
5.0446,0.01659
5.0458,0.031632
5.0706,0.023758
5.246,0.081137
5.1555,0.02888
5.0639,0.021066
5.2177,0.022243
4.9028,0.091456
5.0688,0.011209
5.0422,0.032627
5.2724,0.079884
5.0622,0.0086561
5.0352,0.0097455
5.0682,0.0028971
4.8221,0.052816
5.0592,0.069936
5.0849,0.053384
5.137,0.012025
5.1131,0.056511
5.2691,0.060825
5.1572,0.02231
5.1184,0.024514
5.2615,0.081392
